comment,sentiment,comment_length,cleaned_comment,label
YOU LOOK VERY BEAUTIFUL ðŸ˜­ðŸ’—,1,32,you look very beautiful,0
BLACKLIST KAMPUS UDAYANA,-1,24,blacklist kampus udayana,1
abidzar harusnya remake mahabarata,1,34,abidzar harusnya remake mahabarata,0
bengkel lu rame dompet orang orang yang sepiðŸ—¿,1,48,bengkel lu rame dompet orang orang yang sepi,0
Coba dehhhhh â€¦â€¦.Ke salon ?? ðŸ˜,-1,36,coba dehhhhh ke salon,1
1.4 jt pengikut nyaa apa yg di liat dari ni orang????,-1,53,1 4 jt pengikut nyaa apa yg di liat dari ni orang,1
"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""",-1,67,karena muka lo pasaran mel di pasar sapi juga ada yang mirip noh,1
"""Baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha""",1,71,baru x ini baca caption harus mikir dan pakai kalkulator cuyyy hahaha,0
Meluruskan= membelokan ?ðŸ¤ª #pahamðŸ¤£,1,39,meluruskan membelokan,0
muka nya jadi mirip sapri dahðŸ˜‚,-1,33,muka nya jadi mirip sapri dah,1
"""banyak banget omongan kasar disini, tobat lah kawan kawan.. cukup comment kasar nya""",1,85,banyak banget omongan kasar disini tobat lah kawan kawan cukup comment kasar nya,0
engga ada tampang sedih dn menyesal. beda sama si logo Dufan. smpe bengkak matanya,-1,82,engga ada tampang sedih dn menyesal beda sama si logo dufan smpe bengkak matanya,1
gak bakal bisa sembarangan mecat orang b 90 ini,1,47,gak bakal bisa sembarangan mecat orang b 90 ini,0
musim hujan jadi mudah birahi ,-1,30,musim hujan jadi mudah birahi,1
Kmren kan akal akalan dia supaya panda jatohðŸ¤£,-1,48,kmren kan akal akalan dia supaya panda jatoh,1
"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""",1,82,elu juga semoga semakinlebih baik dalam segala hal terutama akhlak dan etikanya,0
"""Dikasih bidadari malah milih dajjal awokawok:v""",-1,48,dikasih bidadari malah milih dajjal awokawok v,1
"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",1,68,kukira kehadiranmu akan menjadi sesuatu kebanggaan ternyata tidak,0
hayo tebak mana lebih keras jidat budi ari apa batu bacan?,1,58,hayo tebak mana lebih keras jidat budi ari apa batu bacan,0
"""Kenapa ada orang baik ? Karna ada orang jahat""",1,47,kenapa ada orang baik karna ada orang jahat,0
HE SAID DENGAN LANTANG : TIDAK BACA WEBTOON AND TIDAK NONTON DRAMANYAA,1,70,he said dengan lantang tidak baca webtoon and tidak nonton dramanyaa,0
"dosen gaji besar kan yaaa, beli lah paralonte kalo birahi selesai, malah ngakalin murid nya ancaman pake nilai ðŸ—¿ kimaak memang ",-1,130,dosen gaji besar kan yaaa beli lah paralonte kalo birahi selesai malah ngakalin murid nya ancaman pake nilai kimaak memang,1
"""kalo lomba sama""an sm babi, babi nya nmr 2""",-1,44,kalo lomba sama an sm babi babi nya nmr 2,1
"""Emang kalian se suci apa sampai nghina dia segitu nya""",1,55,emang kalian se suci apa sampai nghina dia segitu nya,0
KEMBALIKAN SHELL DAN PERMUDAH SHELL BUKA CABANG DI SELURUH INDONESIA!!!!!!,1,74,kembalikan shell dan permudah shell buka cabang di seluruh indonesia,0
"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",1,49,happy birthday mel sehat dan sukses yah aamiin,0
"""Kakak pinter nyanyi ya @syifahadjureal, suaranya bagus kak""",1,60,kakak pinter nyanyi ya suaranya bagus kak,0
"orang yang berfikir sehat, beda dengan projo",-1,44,orang yang berfikir sehat beda dengan projo,1
zize anjjjjðŸ˜­,-1,15,zize anjjjj,1
udah gw wakilin tenang aja,1,26,udah gw wakilin tenang aja,0
HAYOO LO SEMUA YG MINTA CWO KAYA BRAVY MUNCUL ðŸ¤£ðŸ¤£,-1,54,hayoo lo semua yg minta cwo kaya bravy muncul,1
Relawan apa kelompok penjilat?,-1,30,relawan apa kelompok penjilat,1
"""Anak gblk dikasi berlian malah milih kerikil""",-1,46,anak gblk dikasi berlian malah milih kerikil,1
"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""",-1,72,mba bisa gk sih kalau gk merem melek gitu matanya kaya orang cacingan,1
Lelaki tidak banyak bercerita. Lelaki itu yg di pegang omongan nya.,1,67,lelaki tidak banyak bercerita lelaki itu yg di pegang omongan nya,0
"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",1,128,semangatt kesalahan dalam belajar bahasa asing itu penting karena itu pembelajaran utamanya supaya kesalahannya ga terulang,0
"""Demi apa, Kak Yaya gk pernah ngeRAGUin para pendengar lagu2 nya""",1,65,demi apa kak yaya gk pernah ngeraguin para pendengar lagu2 nya,0
dari awal sdh gak jelas ðŸ¤£,-1,28,dari awal sdh gak jelas,1
tangkap aja copot jabatannya,-1,28,tangkap aja copot jabatannya,1
Biasalah dunia malamðŸ˜‚,-1,24,biasalah dunia malam,1
"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",-1,88,ciah dihujat 1 indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu,1
Cinta banyak yang bilang aku mirip kamu ðŸ˜­,1,44,cinta banyak yang bilang aku mirip kamu,0
itu komplotan bukan relawan,1,27,itu komplotan bukan relawan,0
Serius nanya ada yang mau nonton?,1,33,serius nanya ada yang mau nonton,0
Anjir gakebayang se trauma apa erika sama percintaannya,1,55,anjir gakebayang se trauma apa erika sama percintaannya,0
"""Setidaknya dia ngaku. bukan belagak pintar""",1,44,setidaknya dia ngaku bukan belagak pintar,0
jelek banyak tingkah,-1,20,jelek banyak tingkah,1
"Mau dia jahatnya seperti mana pun dia tetap ibunya trio Na, yang mengandung, melahirkan mereka .. aku tidak membela jule, cuma mau sampe kiamat pun dia tetap ibunya, mereka tetap butuh sosok ibu di hidup mereka.. Semoga setelah ini trio Na tetap mendapat kasih sayang dan perhatian yg banyak dari jule, walaupun orang tuanya sudah gak bisa bersama lagi ðŸ’” daehoon emang best sih, masih mengesampingkan egonya demi anak-anaknya bisa quality time sama ibunya ðŸ¥º",1,463,mau dia jahatnya seperti mana pun dia tetap ibunya trio na yang mengandung melahirkan mereka aku tidak membela jule cuma mau sampe kiamat pun dia tetap ibunya mereka tetap butuh sosok ibu di hidup mereka semoga setelah ini trio na tetap mendapat kasih sayang dan perhatian yg banyak dari jule walaupun orang tuanya sudah gak bisa bersama lagi daehoon emang best sih masih mengesampingkan egonya demi anak anaknya bisa quality time sama ibunya,0
Emang mantap sih lintang,1,24,emang mantap sih lintang,0
itu idungnya belok kanan ya,-1,27,itu idungnya belok kanan ya,1
fungsi anda apa ya,-1,18,fungsi anda apa ya,1
serusak apapun yg ngejalanin negara ini kita cmn bs berdoa semoga Indonesia bs jd lbih baik,1,91,serusak apapun yg ngejalanin negara ini kita cmn bs berdoa semoga indonesia bs jd lbih baik,0
"""ANJING SINI LO BAKU HANTAM AYO""",-1,32,anjing sini lo baku hantam ayo,1
INTINYA HIDUP LO HARUS NGERTI BERSYUKUR NENGG,-1,45,intinya hidup lo harus ngerti bersyukur nengg,1
"minimal ganteng lah, udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk",-1,92,minimal ganteng lah udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk,1
masa iyaa papa emil mau sama modelan bgini ngakak guaaa ðŸ˜­,-1,60,masa iyaa papa emil mau sama modelan bgini ngakak guaaa,1
"""Lebih najis elu daripada anjing!""",-1,34,lebih najis elu daripada anjing,1
"Kesalahan terbesarmu adalah kini yg kamu hujat sdh tak bernyawa nak, dan entah bagaimana dgn hati orang tua, keluarga yg telah kamu buat hancur utk seumur hidup.",1,161,kesalahan terbesarmu adalah kini yg kamu hujat sdh tak bernyawa nak dan entah bagaimana dgn hati orang tua keluarga yg telah kamu buat hancur utk seumur hidup,0
"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""",-1,65,kakinya kek lagi hamil tua ya bun semacam kaki gajah,1
"""Buat kalian para pens lonte jgn tkut listi Miskin krna dipecat, krna dia bsa kaya lgi, dgn cara ya nglonte""",-1,108,buat kalian para pens lonte jgn tkut listi miskin krna dipecat krna dia bsa kaya lgi dgn cara ya nglonte,1
"""Semua wanita cantik, jangan suka merasa lebih ah""",1,50,semua wanita cantik jangan suka merasa lebih ah,0
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlahðŸ¤£ðŸ¤£",-1,83,kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an ga kagetlah,1
emang timothy ronald ada masalah apa ya sama cewe ini?,1,54,emang timothy ronald ada masalah apa ya sama cewe ini,0
tatapan ariel ke caitlin udah wanti wanti waktu abidzar ngomong ðŸ˜­,1,68,tatapan ariel ke caitlin udah wanti wanti waktu abidzar ngomong,0
"yang bahas seorang profesor,yang menghadiri mahasiswa. yang di bahas relawan projo relawan jokowi jokowi nya,,orang yg tidak berijazah/ijazah nya palsu.",-1,152,yang bahas seorang profesor yang menghadiri mahasiswa yang di bahas relawan projo relawan jokowi jokowi nya orang yg tidak berijazah ijazah nya palsu,1
"""Postingan pertama jg dihujat dong gila netijen""",1,48,postingan pertama jg dihujat dong gila netijen,0
"gue berprinsip kalo kita nemuin pasangan di tempat ga bener, bakal ga bener juga endingnyaðŸ˜”",-1,94,gue berprinsip kalo kita nemuin pasangan di tempat ga bener bakal ga bener juga endingnya,1
hafal semua bhasa tapi dapet nya warga lokal juga,1,49,hafal semua bhasa tapi dapet nya warga lokal juga,0
Kocakk pahlawan kesianganðŸ˜­,-1,29,kocakk pahlawan kesiangan,1
ini bukan dosen tapi Walid nak Dewi boleh??,-1,43,ini bukan dosen tapi walid nak dewi boleh,1
kacamata nya.. bikin tua,-1,24,kacamata nya bikin tua,1
"gen bapak terlalu kuat rek, jadi maghribðŸ˜¹",-1,44,gen bapak terlalu kuat rek jadi maghrib,1
"""Di kasih bidadari malah pilih kotoran""",-1,39,di kasih bidadari malah pilih kotoran,1
Setingan aja sih selama ini ðŸ˜…,1,32,setingan aja sih selama ini,0
"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat? Mubadzir banget deh hidup lo? Napa gak bunuh diri aja?""",-1,138,kasihan ya kamu hidup sekali cuman buat bahan hujatan masyarakat mubadzir banget deh hidup lo napa gak bunuh diri aja,1
"Manusia tidak akan saling mengerti, jika tidak merasakan penderitaan yang sama, rest in peace timothy.",1,102,manusia tidak akan saling mengerti jika tidak merasakan penderitaan yang sama rest in peace timothy,0
selalu mikir kok bisa nangiss yaa? padahal dia friendlyyy bgttt. dont judgee pliss cuma heran aja:(,1,99,selalu mikir kok bisa nangiss yaa padahal dia friendlyyy bgttt dont judgee pliss cuma heran aja,0
Luar biasa,1,10,luar biasa,0
Ini beneran? Kacau banget sistem dan pejabat negeri ini ðŸ˜©,1,60,ini beneran kacau banget sistem dan pejabat negeri ini,0
"""i see beauty in everything mba gigi sehat selalu sama dede bayi nya""",1,69,i see beauty in everything mba gigi sehat selalu sama dede bayi nya,0
"pertamina : ""lah anying kan lu yg nyuruh dan bikin aturan njir, ngapain malah lu nyalahin gw"" ðŸ™„",1,98,pertamina lah anying kan lu yg nyuruh dan bikin aturan njir ngapain malah lu nyalahin gw,0
"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""",-1,46,baru kali ini lihat anjing sama babi baikan,1
Pada biadab semua termasuk lu zize,-1,34,pada biadab semua termasuk lu zize,1
Makeup zaman emak gw sih ini cinðŸ¥º,-1,36,makeup zaman emak gw sih ini cin,1
hidungnya lisaa plisss ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,-1,47,hidungnya lisaa plisss,1
"""Masyaallah cantik terlihat sopan dan anggun""",1,45,masyaallah cantik terlihat sopan dan anggun,0
"""Cantik banget kalau pakai baju kayak gitu""",1,43,cantik banget kalau pakai baju kayak gitu,0
"""keknya dia ngeliat masa depan yang hancur deh""",-1,47,keknya dia ngeliat masa depan yang hancur deh,1
"""Nggak ada cantik-cantik nya hahaha""",-1,36,nggak ada cantik cantik nya hahaha,1
cabul banget najis,-1,18,cabul banget najis,1
idungnya beda sebelah yahðŸ˜Œapa mataku yg rusakðŸ¤”ðŸ¤”,-1,56,idungnya beda sebelah yah apa mataku yg rusak,1
"knp pada nanyain tugba sih? apakah nanyain mantan di nikahan itu menjadi salah 1 syarat nikah, kan enggak. ini acara Fiki ama bininya, serta keluarga.",1,150,knp pada nanyain tugba sih apakah nanyain mantan di nikahan itu menjadi salah 1 syarat nikah kan enggak ini acara fiki ama bininya serta keluarga,0
"â€œpengen belajar sama karakter iniâ€ TAPI LO GA NONTON SERIAL NYA ABIDZAR, GIMANA LO MAU BELAJAR SAMA KARAKTER INI?!",1,118,pengen belajar sama karakter ini tapi lo ga nonton serial nya abidzar gimana lo mau belajar sama karakter ini,0
Sengkuni,-1,8,sengkuni,1
Harus berani bertanggung jawab dan minta maaf kepada rakyat,1,59,harus berani bertanggung jawab dan minta maaf kepada rakyat,0
"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",1,79,ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu gemes hahaha,0
semangat ka jennnnâ¤ï¸ðŸ™Œ,1,28,semangat ka jennnn,0
hidung sama mulutnya,-1,20,hidung sama mulutnya,1
"""Semangat untuk belajar ya? saya uga gak bisa bahasa inggris""",1,61,semangat untuk belajar ya saya uga gak bisa bahasa inggris,0
BERANI BGT NONGOL DI FYP GUEEEE NURUUULLL,-1,41,berani bgt nongol di fyp gueeee nuruuulll,1
NGAPAIN SI SEGALA LEWAT,-1,23,ngapain si segala lewat,1
jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi ,1,93,jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi,0
rakyat Indonesia dan netizen wajib untuk tidak memaafkan Calista Amore ðŸ¤£ðŸ¤£ðŸ¤£ kawal sampe dia dpt efek jera yg setimpal,-1,125,rakyat indonesia dan netizen wajib untuk tidak memaafkan calista amore kawal sampe dia dpt efek jera yg setimpal,1
"""Cintamu hanya sebatas kertas wkwkw enteng bang""",1,48,cintamu hanya sebatas kertas wkwkw enteng bang,0
"""Gila Netizen pada sempurna ngehina orang terus""",1,48,gila netizen pada sempurna ngehina orang terus,0
kulitnya idaman para buleâ˜ºï¸,1,31,kulitnya idaman para bule,0
"""when i start i never stop"" prettttttttðŸ—¿ðŸ—¿",-1,47,when i start i never stop pretttttttt,1
"Jangan ngata ngatain, doain aja yg terbaik buat Jen.",1,52,jangan ngata ngatain doain aja yg terbaik buat jen,0
efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,-1,80,efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani,1
"""Sutan kamu sangat lucu dan menggemaskan""",1,41,sutan kamu sangat lucu dan menggemaskan,0
Lapor rektor ,1,13,lapor rektor,0
ALAYY BGT,-1,9,alayy bgt,1
lu punya uang berapa? kok berani mau proses dosennya?,1,53,lu punya uang berapa kok berani mau proses dosennya,0
ini Projo ngomong apa si,-1,24,ini projo ngomong apa si,1
Masuk akal juga...,1,18,masuk akal juga,0
"panda selingkuh its ok dia ganteng, lah elu busyett",-1,51,panda selingkuh its ok dia ganteng lah elu busyett,1
Semoga bener Aamiin ðŸ˜,-1,24,semoga bener aamiin,1
kelak anak mereka akan dijadikan seperti ini ,-1,45,kelak anak mereka akan dijadikan seperti ini,1
"""Mudah mudahan lu jadi gembel. Amin ya Allah""",-1,45,mudah mudahan lu jadi gembel amin ya allah,1
"nanti di ewe, lalu kalau bisa mereka menggilir. itu banyak terjadi di sekolah, kampus, dan pompwsy",1,98,nanti di ewe lalu kalau bisa mereka menggilir itu banyak terjadi di sekolah kampus dan pompwsy,0
Berasa korban banget,-1,20,berasa korban banget,1
Jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain,1,83,jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain,0
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",1,111,nah ini cantik seneng usahanya membuahkan hasil semangat ya mel semoga menjadi pribadi yang lebih baik lagi,0
tan skin engga masalah sama sekali tp ada yg bersih ada yg kurang bersih,-1,72,tan skin engga masalah sama sekali tp ada yg bersih ada yg kurang bersih,1
nepotisme kali kak ðŸ˜­ kan titipan golkar,-1,42,nepotisme kali kak kan titipan golkar,1
"betul, jangan bawa'yang ga bersangkutan",1,39,betul jangan bawa yang ga bersangkutan,0
kulitnya bgus bangetttðŸ¥°,1,26,kulitnya bgus bangettt,0
karma mu sedang beejalan ahmad dani,-1,35,karma mu sedang beejalan ahmad dani,1
"Tau aja jule beritanya udah di geser inara, makanya nongol dari persembunyiannya.",1,81,tau aja jule beritanya udah di geser inara makanya nongol dari persembunyiannya,0
komennya beneran mewakili ðŸ˜‚,1,30,komennya beneran mewakili,0
ganti nama jadi dewan perwakilan parpolðŸ˜‚,-1,43,ganti nama jadi dewan perwakilan parpol,1
katanya IQ rata2 warga sini turun dikit lagi setara gorilla. Jadi masih jauh dari pintar. Lebih dekat ke gorilla ðŸ˜‚,-1,117,katanya iq rata2 warga sini turun dikit lagi setara gorilla jadi masih jauh dari pintar lebih dekat ke gorilla,1
"gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal, disuruh kita diem aja dan jaga diri baik-baik, pas anaknya bundir baru merengek ",-1,146,gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal disuruh kita diem aja dan jaga diri baik baik pas anaknya bundir baru merengek,1
ah sampai sekarang juga masih ada judol,-1,39,ah sampai sekarang juga masih ada judol,1
lah jadi mirip onyo Sarwendah,-1,29,lah jadi mirip onyo sarwendah,1
"""gabakal gue undang juga""
GAKAN GUE TONTON JUGAðŸ˜­ðŸ«µ",-1,55,gabakal gue undang juga gakan gue tonton juga,1
ini karena kamera atau apaa kok dark banget,-1,43,ini karena kamera atau apaa kok dark banget,1
Diem Pak Diem...,-1,16,diem pak diem,1
kdng ke sialan dan kesusahanmu menjadi sumber rejeki untuk orang lain. itulah nmany ujian. ttp berbaik sangka apapun keadaany,1,125,kdng ke sialan dan kesusahanmu menjadi sumber rejeki untuk orang lain itulah nmany ujian ttp berbaik sangka apapun keadaany,0
tugba diundang gaa kayanya baru ke indo,1,39,tugba diundang gaa kayanya baru ke indo,0
"""Adiknya Kak Maudy, cantik, pinter, aura positifnya keluar, ramah, lemah lembut, rajin, sholeha""",1,96,adiknya kak maudy cantik pinter aura positifnya keluar ramah lemah lembut rajin sholeha,0
"info akun dosennya, pengen silahturahmi ",1,40,info akun dosennya pengen silahturahmi,0
magrib bgt,-1,10,magrib bgt,1
Pingin blajar karakter ini tapi gak mau nonton drama nya Terus karakter yang mana yang mau lu coba,1,98,pingin blajar karakter ini tapi gak mau nonton drama nya terus karakter yang mana yang mau lu coba,0
Ini sengaja langsung di sahkan. Karena Jokowi udah terpojok terkait ijazah Palsunya. Menurut syaa ini pengalihan isu,-1,116,ini sengaja langsung di sahkan karena jokowi udah terpojok terkait ijazah palsunya menurut syaa ini pengalihan isu,1
